camis,boro,critical_flag,cuisine_description,inspection_date,score,grade
50002381,Brooklyn,Not Critical,Japanese,2015-11-04T00:00:00Z,26,B
41443815,Manhattan,Critical,Irish,2016-06-08T00:00:00Z,12,A
41328141,Staten Island,Not Critical,Turkish,2016-05-10T00:00:00Z,10,A
40530159,Manhattan,Critical,American,2017-08-24T00:00:00Z,12,A
41058276,Bronx,Critical,Mexican,2015-06-16T00:00:00Z,12,A
50001829,Queens,Critical,American,2015-10-01T00:00:00Z,27,B
41583613,Manhattan,Not Critical,Delicatessen,2017-09-13T00:00:00Z,13,A
41478388,Manhattan,Critical,Jewish/Kosher,2014-02-25T00:00:00Z,22,B
50018147,Manhattan,Not Critical,American,2015-04-03T00:00:00Z,13,A
41195964,Staten Island,Critical,Sandwiches,2014-10-15T00:00:00Z,10,A
41697952,Queens,Not Critical,Filipino,2017-02-04T00:00:00Z,7,A
50009998,Brooklyn,Critical,Pizza,2014-11-13T00:00:00Z,12,A
50002067,Staten Island,Critical,Chinese,2015-04-07T00:00:00Z,12,A
41632866,Manhattan,Critical,Delicatessen,2015-12-23T00:00:00Z,12,A
40389701,Queens,Critical,Pizza,2015-06-02T00:00:00Z,11,A
41523265,Manhattan,Critical,Pizza/Italian,2016-04-25T00:00:00Z,12,A
41413288,Queens,Critical,Chinese,2016-02-09T00:00:00Z,9,A
41213177,Brooklyn,Critical,Pizza,2014-04-15T00:00:00Z,9,A
50007733,Bronx,Not Critical,Chinese,2014-04-23T00:00:00Z,9,A
40926520,Manhattan,Critical,Japanese,2017-08-28T00:00:00Z,26,B
40388787,Manhattan,Critical,Italian,2017-07-26T00:00:00Z,13,A
50037025,Queens,Critical,Chinese,2015-12-05T00:00:00Z,20,B
50043038,Brooklyn,Not Critical,American,2017-07-25T00:00:00Z,13,A
41714334,Manhattan,Critical,American,2015-12-11T00:00:00Z,13,A
41384226,Manhattan,Critical,Vegetarian,2015-08-21T00:00:00Z,9,A
41701232,Queens,Not Critical,Spanish,2015-07-18T00:00:00Z,25,B
41539580,Queens,Critical,Bakery,2016-09-01T00:00:00Z,12,A
41387292,Queens,Critical,American,2015-02-12T00:00:00Z,5,A
40912964,Staten Island,Critical,Italian,2017-03-22T00:00:00Z,13,A
50005543,Manhattan,Critical,Mexican,2015-03-07T00:00:00Z,12,A
50051165,Manhattan,Not Critical,American,2017-03-06T00:00:00Z,25,B
41650577,Brooklyn,Critical,Indian,2014-11-10T00:00:00Z,17,B
40661290,Brooklyn,Not Critical,Italian,2015-04-29T00:00:00Z,10,A
41485121,Queens,Not Critical,Czech,2014-02-27T00:00:00Z,6,A
41577295,Manhattan,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2014-08-22T00:00:00Z,7,A
50046229,Bronx,Critical,Pizza,2016-04-09T00:00:00Z,12,A
41295296,Queens,Critical,Korean,2017-03-29T00:00:00Z,11,A
41383216,Manhattan,Critical,Middle Eastern,2015-10-16T00:00:00Z,12,A
40957398,Manhattan,Not Critical,Thai,2014-04-29T00:00:00Z,9,A
40906355,Manhattan,Not Critical,Barbecue,2016-08-24T00:00:00Z,13,A
50000372,Bronx,Critical,Spanish,2016-03-08T00:00:00Z,11,A
50043436,Manhattan,Not Critical,Sandwiches,2015-12-11T00:00:00Z,3,A
41647664,Queens,Critical,Turkish,2015-10-14T00:00:00Z,10,A
40874933,Manhattan,Critical,Italian,2016-02-10T00:00:00Z,13,A
50051668,Brooklyn,Critical,Pizza,2016-11-09T00:00:00Z,12,A
41701986,Brooklyn,Not Critical,Spanish,2013-11-07T00:00:00Z,13,A
41334692,Bronx,Not Critical,Mexican,2015-03-05T00:00:00Z,11,A
50005098,Manhattan,Not Critical,Donuts,2014-01-30T00:00:00Z,13,A
50019199,Brooklyn,Critical,Japanese,2016-03-07T00:00:00Z,9,A
41699397,Manhattan,Not Critical,"Juice, Smoothies, Fruit Salads",2014-06-13T00:00:00Z,12,A
41502643,Queens,Critical,Chinese,2016-05-26T00:00:00Z,9,A
41594766,Queens,Not Critical,Sandwiches,2014-07-29T00:00:00Z,12,A
50037985,Manhattan,Critical,American,2016-11-09T00:00:00Z,9,A
40369619,Manhattan,Not Critical,American,2016-10-17T00:00:00Z,13,A
41536142,Queens,Critical,Indian,2016-08-17T00:00:00Z,10,A
50019041,Brooklyn,Critical,Caribbean,2015-04-14T00:00:00Z,9,A
41353598,Brooklyn,Critical,Caribbean,2015-04-08T00:00:00Z,12,A
40379628,Manhattan,Critical,Japanese,2015-04-01T00:00:00Z,9,A
41651810,Manhattan,Not Critical,Italian,2017-02-01T00:00:00Z,12,A
50017261,Manhattan,Critical,American,2014-12-18T00:00:00Z,12,A
50018202,Brooklyn,Critical,Chinese,2016-04-08T00:00:00Z,15,B
41176390,Manhattan,Critical,Middle Eastern,2014-04-18T00:00:00Z,9,A
50053568,Brooklyn,Critical,Sandwiches,2017-10-12T00:00:00Z,9,A
41686601,Staten Island,Critical,American,2015-06-03T00:00:00Z,10,A
50006083,Queens,Not Critical,American,2015-02-04T00:00:00Z,11,A
41061893,Queens,Not Critical,Hamburgers,2017-08-15T00:00:00Z,9,A
50055640,Manhattan,Critical,American,2016-12-23T00:00:00Z,7,A
40402172,Manhattan,Not Critical,Pizza/Italian,2017-05-22T00:00:00Z,13,A
41589254,Manhattan,Not Critical,American,2017-04-28T00:00:00Z,13,A
50043327,Brooklyn,Not Critical,Chinese,2016-09-07T00:00:00Z,10,A
41405616,Brooklyn,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-07-10T00:00:00Z,9,A
50052331,Manhattan,Not Critical,American,2016-09-19T00:00:00Z,9,A
40885478,Bronx,Not Critical,Caribbean,2015-08-03T00:00:00Z,13,A
50001114,Manhattan,Critical,Bagels/Pretzels,2016-03-07T00:00:00Z,13,A
40369608,Brooklyn,Not Critical,American,2015-06-27T00:00:00Z,13,A
50056886,Bronx,Critical,Pizza/Italian,2016-12-19T00:00:00Z,12,A
41453307,Manhattan,Critical,American,2015-04-01T00:00:00Z,9,A
50010300,Queens,Critical,"Bottled beverages, including water, sodas, juices, etc.",2016-04-06T00:00:00Z,12,A
50001761,Manhattan,Critical,Chinese,2016-01-05T00:00:00Z,11,A
50038736,Queens,Not Critical,Mexican,2015-10-19T00:00:00Z,12,A
50052345,Queens,Not Critical,Mexican,2016-12-07T00:00:00Z,7,A
50017060,Manhattan,Not Critical,Chinese,2015-04-28T00:00:00Z,9,A
41701176,Queens,Critical,Mexican,2016-05-24T00:00:00Z,13,A
50051064,Manhattan,Critical,Cafe/coffee/Tea,2016-07-26T00:00:00Z,8,A
41418153,Manhattan,Not Critical,American,2015-09-03T00:00:00Z,7,A
50012363,Queens,Not Critical,Not Listed/Not Applicable,2016-06-15T00:00:00Z,4,A
41155285,Brooklyn,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2014-12-24T00:00:00Z,7,A
41309521,Brooklyn,Critical,Chinese,2017-03-07T00:00:00Z,8,A
50033559,Manhattan,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-08-26T00:00:00Z,13,A
41428018,Manhattan,Critical,Asian,2017-09-19T00:00:00Z,11,A
50003622,Queens,Critical,Chinese,2016-11-25T00:00:00Z,18,B
50047323,Bronx,Critical,Thai,2017-08-22T00:00:00Z,16,B
50044891,Queens,Critical,Pizza,2017-01-04T00:00:00Z,8,A
41529148,Manhattan,Critical,Italian,2014-11-10T00:00:00Z,7,A
50068989,Brooklyn,Critical,Chicken,2017-10-04T00:00:00Z,12,A
41577394,Bronx,Not Critical,American,2016-03-02T00:00:00Z,13,A
41086770,Manhattan,Critical,American,2017-02-27T00:00:00Z,12,A
41627996,Manhattan,Not Critical,Cafe/coffee/Tea,2015-01-05T00:00:00Z,7,A
50038267,Brooklyn,Critical,Chinese,2015-09-23T00:00:00Z,22,B
50055844,Queens,Not Critical,Japanese,2017-04-06T00:00:00Z,9,A
50046456,Brooklyn,Critical,Chinese,2017-04-28T00:00:00Z,13,A
50044483,Manhattan,Not Critical,French,2016-09-13T00:00:00Z,7,A
41376398,Queens,Critical,Pizza,2015-04-14T00:00:00Z,37,C
41070673,Queens,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2014-10-16T00:00:00Z,21,B
40959121,Manhattan,Critical,Irish,2016-09-26T00:00:00Z,13,A
50064112,Manhattan,Critical,Other,2017-08-29T00:00:00Z,5,A
41585586,Manhattan,Critical,Asian,2015-04-09T00:00:00Z,34,C
41196869,Brooklyn,Critical,Pizza,2015-09-15T00:00:00Z,11,A
50018268,Staten Island,Not Critical,American,2015-03-25T00:00:00Z,8,A
41088825,Queens,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-04-14T00:00:00Z,16,B
50044479,Brooklyn,Not Critical,Indian,2017-07-29T00:00:00Z,9,A
50047957,Queens,Not Critical,Spanish,2017-03-21T00:00:00Z,11,A
41236336,Manhattan,Critical,Pizza,2016-05-09T00:00:00Z,12,A
50009989,Manhattan,Not Critical,Salads,2015-02-20T00:00:00Z,7,A
41612554,Bronx,Not Critical,Cafe/coffee/Tea,2017-02-01T00:00:00Z,13,A
41628216,Brooklyn,Critical,American,2015-12-31T00:00:00Z,10,A
40655946,Bronx,Not Critical,Soul Food,2017-09-13T00:00:00Z,13,A
50058240,Manhattan,Critical,Bakery,2017-03-23T00:00:00Z,22,B
41399837,Brooklyn,Critical,American,2015-10-05T00:00:00Z,10,A
40891782,Manhattan,Critical,American,2017-08-03T00:00:00Z,13,A
41498521,Manhattan,Critical,American,2015-03-03T00:00:00Z,5,A
41551865,Queens,Not Critical,Asian,2015-09-17T00:00:00Z,13,A
50009321,Manhattan,Critical,Spanish,2015-02-26T00:00:00Z,24,B
50000290,Queens,Not Critical,English,2014-10-28T00:00:00Z,12,A
41416726,Queens,Critical,American,2017-09-20T00:00:00Z,12,A
41390168,Brooklyn,Not Critical,American,2015-05-04T00:00:00Z,13,A
50018090,Queens,Not Critical,American,2017-04-04T00:00:00Z,7,A
50005390,Manhattan,Critical,Italian,2017-04-24T00:00:00Z,12,A
41387641,Queens,Critical,Korean,2016-12-06T00:00:00Z,11,A
41241639,Manhattan,Critical,Hamburgers,2015-06-26T00:00:00Z,28,C
50002628,Bronx,Not Critical,American,2015-04-22T00:00:00Z,5,A
41382150,Manhattan,Critical,American,2014-04-17T00:00:00Z,20,B
50034105,Queens,Critical,Pizza,2017-02-23T00:00:00Z,7,A
41687898,Manhattan,Not Critical,Cafe/coffee/Tea,2014-09-12T00:00:00Z,2,A
40834713,Manhattan,Critical,Chinese,2016-04-07T00:00:00Z,13,A
41105041,Brooklyn,Critical,Chinese,2016-04-12T00:00:00Z,17,B
50018882,Brooklyn,Not Critical,Mexican,2015-11-21T00:00:00Z,5,A
50000130,Queens,Critical,Chinese,2017-01-21T00:00:00Z,11,A
41374711,Manhattan,Critical,Vietnamese/Cambodian/Malaysia,2017-06-12T00:00:00Z,23,B
41162227,Queens,Not Critical,Chinese,2016-08-25T00:00:00Z,23,B
50044930,Manhattan,Not Critical,American,2017-03-30T00:00:00Z,13,A
50033267,Manhattan,Critical,Chinese/Cuban,2016-08-30T00:00:00Z,27,B
50018788,Manhattan,Not Critical,Hamburgers,2016-05-04T00:00:00Z,2,A
40389881,Queens,Critical,American,2014-05-13T00:00:00Z,9,A
50001394,Queens,Critical,Spanish,2017-03-29T00:00:00Z,13,A
40395036,Queens,Not Critical,American,2016-09-01T00:00:00Z,4,A
41193088,Manhattan,Critical,Mexican,2015-09-09T00:00:00Z,11,A
50011908,Manhattan,Critical,Vegetarian,2016-06-27T00:00:00Z,14,B
50033694,Manhattan,Critical,American,2017-06-29T00:00:00Z,10,A
41467162,Queens,Critical,American,2015-11-05T00:00:00Z,10,A
41395386,Queens,Critical,American,2017-06-13T00:00:00Z,9,A
50035784,Manhattan,Not Critical,Chinese,2015-07-22T00:00:00Z,34,C
50039403,Queens,Critical,Chinese,2016-11-22T00:00:00Z,11,A
50005442,Queens,Critical,American,2015-03-25T00:00:00Z,9,A
40827907,Queens,Not Critical,Sandwiches,2015-11-25T00:00:00Z,9,A
41688222,Brooklyn,Not Applicable,Hamburgers,2015-01-30T00:00:00Z,0,A
41715751,Manhattan,Critical,Bakery,2017-02-13T00:00:00Z,9,A
50005105,Staten Island,Critical,American,2014-11-08T00:00:00Z,8,A
41686787,Manhattan,Not Critical,Indian,2015-07-23T00:00:00Z,8,A
50052004,Brooklyn,Not Critical,Other,2016-10-20T00:00:00Z,2,A
50001900,Manhattan,Critical,Chinese,2016-05-20T00:00:00Z,10,A
50008665,Bronx,Not Critical,Sandwiches,2016-02-09T00:00:00Z,5,A
50006046,Brooklyn,Not Critical,Pizza,2015-05-14T00:00:00Z,7,A
41553479,Manhattan,Critical,Chinese,2015-06-22T00:00:00Z,12,A
50044926,Brooklyn,Not Critical,Indian,2016-09-14T00:00:00Z,2,A
50044368,Brooklyn,Critical,Chinese,2017-07-10T00:00:00Z,13,A
50004674,Manhattan,Critical,Korean,2016-12-19T00:00:00Z,12,A
40402337,Queens,Not Critical,Bakery,2016-01-11T00:00:00Z,13,A
50046091,Manhattan,Not Critical,"Bottled beverages, including water, sodas, juices, etc.",2017-10-05T00:00:00Z,11,A
41708706,Queens,Not Critical,Chinese,2015-10-05T00:00:00Z,9,A
40569838,Bronx,Not Critical,American,2016-08-18T00:00:00Z,8,A
41459659,Manhattan,Critical,Asian,2014-10-28T00:00:00Z,34,C
41686353,Queens,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-03-27T00:00:00Z,27,B
41373017,Brooklyn,Critical,French,2017-08-24T00:00:00Z,7,A
41173778,Manhattan,Not Critical,"Juice, Smoothies, Fruit Salads",2016-06-21T00:00:00Z,10,A
50037346,Manhattan,Not Critical,French,2016-12-19T00:00:00Z,11,A
41205634,Brooklyn,Not Critical,Jewish/Kosher,2017-03-22T00:00:00Z,13,A
40394749,Manhattan,Not Critical,Jewish/Kosher,2017-06-23T00:00:00Z,7,A
50038072,Queens,Not Critical,Spanish,2016-06-14T00:00:00Z,9,A
41476416,Brooklyn,Not Critical,Italian,2017-10-13T00:00:00Z,11,A
50062554,Manhattan,Critical,Spanish,2017-09-26T00:00:00Z,12,A
41106672,Brooklyn,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-01-08T00:00:00Z,8,A
50003299,Queens,Not Critical,Pizza,2014-07-19T00:00:00Z,8,A
50063937,Queens,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2017-06-19T00:00:00Z,12,A
41052309,Brooklyn,Critical,American,2016-04-19T00:00:00Z,25,B
50033694,Manhattan,Not Critical,American,2016-07-01T00:00:00Z,12,A
50055298,Queens,Critical,Spanish,2017-01-17T00:00:00Z,10,A
41222128,Bronx,Not Critical,American,2014-07-16T00:00:00Z,13,A
41551354,Queens,Critical,Bangladeshi,2015-06-17T00:00:00Z,7,A
41050020,Brooklyn,Critical,American,2015-10-22T00:00:00Z,13,A
41644418,Queens,Critical,Bagels/Pretzels,2016-08-31T00:00:00Z,8,A
41693601,Queens,Not Applicable,Bakery,2014-12-11T00:00:00Z,0,A
41312094,Manhattan,Not Critical,American,2014-10-31T00:00:00Z,11,A
41540529,Manhattan,Critical,Cafe/coffee/Tea,2016-03-17T00:00:00Z,20,B
41166704,Bronx,Not Critical,American,2015-08-05T00:00:00Z,13,A
40391086,Staten Island,Critical,Pizza/Italian,2015-01-22T00:00:00Z,10,A
41714279,Manhattan,Not Critical,Sandwiches,2014-06-04T00:00:00Z,14,B
41374923,Queens,Not Critical,American,2014-09-16T00:00:00Z,9,A
41287433,Manhattan,Not Critical,Italian,2017-07-11T00:00:00Z,12,A
41614718,Manhattan,Not Critical,Pizza/Italian,2015-01-17T00:00:00Z,9,A
41067289,Manhattan,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-08-03T00:00:00Z,10,A
41662783,Brooklyn,Critical,Spanish,2016-03-11T00:00:00Z,10,A
41346018,Manhattan,Critical,Indian,2014-09-30T00:00:00Z,19,B
40722858,Queens,Critical,"Bottled beverages, including water, sodas, juices, etc.",2016-03-04T00:00:00Z,12,A
40601159,Manhattan,Critical,Pizza/Italian,2016-03-02T00:00:00Z,12,A
41674445,Bronx,Not Critical,Pizza,2016-04-05T00:00:00Z,7,A
50009230,Brooklyn,Critical,American,2014-10-02T00:00:00Z,16,B
50035412,Staten Island,Not Critical,Other,2017-08-03T00:00:00Z,12,A
50054485,Queens,Critical,Korean,2016-11-19T00:00:00Z,12,A
50001535,Brooklyn,Critical,Caribbean,2014-08-20T00:00:00Z,7,A
50037340,Brooklyn,Critical,Japanese,2015-09-30T00:00:00Z,9,A
50007074,Brooklyn,Critical,Cafe/coffee/Tea,2016-06-28T00:00:00Z,13,A
50001966,Manhattan,Not Critical,American,2015-04-07T00:00:00Z,4,A
41335700,Bronx,Critical,Donuts,2015-01-24T00:00:00Z,12,A
41619912,Queens,Critical,American,2015-01-15T00:00:00Z,7,A
40693544,Manhattan,Not Critical,American,2014-10-08T00:00:00Z,2,A
41640818,Manhattan,Critical,American,2017-03-03T00:00:00Z,21,B
41555711,Staten Island,Not Critical,Chinese,2015-02-25T00:00:00Z,13,A
41459867,Manhattan,Critical,Japanese,2014-07-29T00:00:00Z,20,B
40999727,Manhattan,Not Critical,American,2015-08-13T00:00:00Z,5,A
41645673,Queens,Critical,Pizza,2015-12-01T00:00:00Z,10,A
40715360,Manhattan,Not Critical,Cafe/coffee/Tea,2015-10-26T00:00:00Z,9,A
41502613,Brooklyn,Critical,Mexican,2014-05-15T00:00:00Z,9,A
41467140,Manhattan,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-04-29T00:00:00Z,8,A
50009798,Brooklyn,Not Critical,Mediterranean,2014-11-07T00:00:00Z,7,A
40599617,Manhattan,Not Critical,American,2016-11-03T00:00:00Z,23,B
50001854,Manhattan,Critical,American,2016-05-24T00:00:00Z,10,A
41472519,Manhattan,Critical,Sandwiches,2016-06-07T00:00:00Z,10,A
50032918,Manhattan,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2016-09-02T00:00:00Z,9,A
41100958,Manhattan,Not Critical,French,2014-12-08T00:00:00Z,6,A
41638031,Bronx,Not Critical,Spanish,2015-08-22T00:00:00Z,27,B
41609113,Brooklyn,Critical,American,2016-05-21T00:00:00Z,12,A
41629291,Manhattan,Critical,American,2014-09-25T00:00:00Z,10,A
50006762,Brooklyn,Critical,Polish,2016-03-29T00:00:00Z,9,A
41564898,Manhattan,Not Critical,Hamburgers,2014-02-10T00:00:00Z,8,A
50009794,Brooklyn,Critical,Caribbean,2015-08-13T00:00:00Z,10,A
41090957,Manhattan,Not Critical,Italian,2017-10-02T00:00:00Z,10,A
41627133,Bronx,Critical,Chinese,2017-07-12T00:00:00Z,12,A
41632866,Manhattan,Not Critical,Delicatessen,2016-08-10T00:00:00Z,11,A
41171220,Queens,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2016-01-27T00:00:00Z,11,A
40391259,Queens,Not Critical,Caribbean,2014-10-30T00:00:00Z,10,A
41688165,Brooklyn,Not Critical,Hamburgers,2017-01-25T00:00:00Z,2,A
40892468,Brooklyn,Not Critical,Chinese,2014-05-07T00:00:00Z,7,A
50018121,Bronx,Not Critical,Caribbean,2016-09-16T00:00:00Z,26,B
41704669,Brooklyn,Not Critical,Chinese,2015-08-11T00:00:00Z,12,A
41216192,Manhattan,Critical,Cafe/coffee/Tea,2016-10-07T00:00:00Z,12,A
40762630,Queens,Not Critical,Hamburgers,2016-04-19T00:00:00Z,9,A
50015204,Manhattan,Not Critical,American,2017-05-24T00:00:00Z,17,B
41004618,Queens,Critical,Chinese,2015-11-27T00:00:00Z,13,A
40603266,Manhattan,Critical,American,2016-05-20T00:00:00Z,10,A
41716904,Manhattan,Not Critical,Pizza,2015-07-06T00:00:00Z,8,A
40365226,Brooklyn,Critical,Donuts,2014-10-21T00:00:00Z,16,B
41366039,Brooklyn,Critical,Chicken,2015-08-19T00:00:00Z,23,B
50016838,Brooklyn,Not Critical,American,2014-12-09T00:00:00Z,11,A
40731746,Bronx,Critical,Pizza/Italian,2014-09-22T00:00:00Z,9,A
41602948,Queens,Not Critical,Chinese,2015-03-25T00:00:00Z,13,A
41688363,Manhattan,Critical,Japanese,2015-11-27T00:00:00Z,9,A
41202545,Queens,Not Critical,Bakery,2015-09-10T00:00:00Z,9,A
50041083,Manhattan,Critical,Japanese,2016-10-19T00:00:00Z,11,A
50039294,Brooklyn,Critical,Caribbean,2016-09-28T00:00:00Z,31,C
40911185,Staten Island,Not Critical,Pizza,2016-03-31T00:00:00Z,9,A
41308275,Queens,Critical,Indian,2017-01-17T00:00:00Z,12,A
50038560,Manhattan,Critical,American,2015-09-29T00:00:00Z,13,A
41712970,Queens,Not Critical,Spanish,2017-02-11T00:00:00Z,7,A
50015094,Brooklyn,Critical,Other,2014-09-27T00:00:00Z,12,A
41183134,Manhattan,Critical,French,2017-06-15T00:00:00Z,12,A
50059015,Queens,Critical,Korean,2017-03-29T00:00:00Z,22,B
40402106,Bronx,Not Critical,Hamburgers,2014-06-18T00:00:00Z,11,A
50045565,Manhattan,Critical,Thai,2016-03-03T00:00:00Z,18,B
50043211,Manhattan,Not Critical,American,2016-03-29T00:00:00Z,2,A
50045592,Bronx,Not Critical,Bakery,2016-06-08T00:00:00Z,12,A
41439621,Manhattan,Not Critical,American,2016-10-14T00:00:00Z,12,A
50035346,Brooklyn,Not Critical,Pizza/Italian,2015-11-05T00:00:00Z,4,A
40974031,Manhattan,Critical,Spanish,2014-04-09T00:00:00Z,12,A
40928483,Manhattan,Critical,American,2014-06-09T00:00:00Z,12,A
40382876,Brooklyn,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2016-09-23T00:00:00Z,9,A
50038523,Brooklyn,Critical,"Ice Cream, Gelato, Yogurt, Ices",2016-12-28T00:00:00Z,5,A
41368013,Brooklyn,Critical,Caribbean,2015-05-21T00:00:00Z,18,B
41591126,Queens,Not Critical,Bangladeshi,2015-08-19T00:00:00Z,2,C
50035830,Staten Island,Not Critical,Delicatessen,2015-05-20T00:00:00Z,9,A
41265961,Bronx,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2016-10-27T00:00:00Z,19,B
40392063,Manhattan,Critical,Other,2017-05-31T00:00:00Z,12,A
40530791,Manhattan,Critical,American,2017-01-11T00:00:00Z,9,B
40960423,Manhattan,Not Critical,Mexican,2014-10-28T00:00:00Z,13,A
40697593,Brooklyn,Not Critical,Soul Food,2015-02-09T00:00:00Z,13,A
41349911,Bronx,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2014-03-14T00:00:00Z,12,A
40664052,Manhattan,Critical,American,2014-05-06T00:00:00Z,10,A
50032659,Brooklyn,Critical,Chinese,2015-04-09T00:00:00Z,11,A
50004065,Brooklyn,Not Critical,Mexican,2016-08-30T00:00:00Z,25,B
41297910,Manhattan,Not Critical,Asian,2015-11-19T00:00:00Z,13,A
40688834,Staten Island,Not Critical,Delicatessen,2015-01-21T00:00:00Z,7,A
50002615,Manhattan,Not Critical,Chicken,2016-01-14T00:00:00Z,14,B
41681319,Manhattan,Critical,American,2017-01-18T00:00:00Z,12,A
41572685,Staten Island,Critical,Pizza/Italian,2014-10-28T00:00:00Z,26,B
41432519,Queens,Not Applicable,American,2014-10-16T00:00:00Z,0,A
50005395,Queens,Not Critical,Chinese,2014-03-05T00:00:00Z,13,A
50005075,Manhattan,Not Critical,American,2015-11-20T00:00:00Z,12,A
40366643,Manhattan,Not Critical,American,2014-12-16T00:00:00Z,12,A
50051997,Manhattan,Critical,French,2017-02-02T00:00:00Z,12,A
41510938,Queens,Critical,Egyptian,2014-06-07T00:00:00Z,12,A
50052334,Staten Island,Critical,Asian,2016-09-27T00:00:00Z,13,A
41362506,Brooklyn,Critical,Jewish/Kosher,2015-06-24T00:00:00Z,9,A
40958032,Manhattan,Critical,Sandwiches,2017-10-06T00:00:00Z,6,A
40903172,Manhattan,Not Critical,American,2015-11-18T00:00:00Z,9,A
40751226,Manhattan,Critical,Vietnamese/Cambodian/Malaysia,2015-04-09T00:00:00Z,8,A
41580082,Manhattan,Critical,Italian,2014-08-22T00:00:00Z,13,A
50016928,Queens,Critical,Hamburgers,2015-12-22T00:00:00Z,12,A
41674682,Manhattan,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2017-01-24T00:00:00Z,10,A
50017902,Queens,Not Critical,Caribbean,2016-04-22T00:00:00Z,13,A
40704155,Queens,Not Critical,Thai,2016-10-24T00:00:00Z,4,A
41297316,Manhattan,Not Critical,Mexican,2017-05-26T00:00:00Z,9,A
40400559,Manhattan,Not Critical,Irish,2016-10-21T00:00:00Z,9,A
41246521,Brooklyn,Critical,Pizza,2015-10-09T00:00:00Z,10,A
41039033,Manhattan,Not Critical,Turkish,2015-11-02T00:00:00Z,7,A
50034776,Manhattan,Not Critical,Indian,2016-11-16T00:00:00Z,13,A
50063482,Queens,Critical,Delicatessen,2017-06-22T00:00:00Z,12,A
50044480,Manhattan,Not Critical,American,2017-06-07T00:00:00Z,12,A
50033981,Brooklyn,Not Critical,Chinese,2016-02-04T00:00:00Z,13,A
41624458,Queens,Critical,Asian,2015-07-22T00:00:00Z,22,B
40372196,Bronx,Critical,Hamburgers,2016-05-18T00:00:00Z,9,A
50012946,Queens,Critical,Chinese,2015-08-19T00:00:00Z,16,B
50001107,Brooklyn,Critical,Chinese,2015-03-09T00:00:00Z,16,B
41483220,Brooklyn,Not Critical,Middle Eastern,2014-07-02T00:00:00Z,60,C
41475175,Queens,Not Critical,Cafe/coffee/Tea,2015-10-05T00:00:00Z,2,A
41702488,Queens,Critical,Chinese,2016-06-30T00:00:00Z,26,B
40931258,Manhattan,Not Critical,American,2017-06-12T00:00:00Z,13,A
41100350,Manhattan,Critical,American,2017-08-14T00:00:00Z,9,A
41567472,Manhattan,Not Critical,American,2015-05-29T00:00:00Z,2,A
50007103,Manhattan,Not Critical,Italian,2016-03-02T00:00:00Z,7,A
50017962,Manhattan,Not Critical,Spanish,2016-11-03T00:00:00Z,4,A
41379217,Queens,Critical,Vietnamese/Cambodian/Malaysia,2015-09-10T00:00:00Z,12,A
50008181,Manhattan,Not Critical,Vietnamese/Cambodian/Malaysia,2016-06-17T00:00:00Z,11,A
40986939,Brooklyn,Not Critical,Japanese,2015-12-07T00:00:00Z,4,A
40747940,Bronx,Not Critical,American,2013-12-27T00:00:00Z,6,A
50005544,Manhattan,Critical,Donuts,2017-04-03T00:00:00Z,10,A
40383033,Brooklyn,Not Critical,American,2015-10-23T00:00:00Z,2,A
50005881,Manhattan,Critical,American,2015-12-14T00:00:00Z,44,C
40964100,Queens,Not Critical,Mexican,2015-09-11T00:00:00Z,13,A
40697593,Brooklyn,Critical,Soul Food,2017-01-19T00:00:00Z,13,A
40510439,Manhattan,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2016-02-16T00:00:00Z,13,A
40510335,Manhattan,Not Critical,American,2017-05-02T00:00:00Z,6,A
41692734,Brooklyn,Not Critical,Caribbean,2015-11-04T00:00:00Z,15,B
41384019,Manhattan,Not Critical,American,2015-10-06T00:00:00Z,11,A
50007046,Manhattan,Not Critical,French,2017-08-03T00:00:00Z,10,A
41703233,Bronx,Critical,American,2015-08-03T00:00:00Z,8,A
41388576,Manhattan,Not Critical,Pizza,2016-07-21T00:00:00Z,5,A
50064165,Bronx,Critical,Pizza,2017-06-05T00:00:00Z,10,A
