camis,boro,critical_flag,cuisine_description,inspection_date,score,grade
40530791,Manhattan,Critical,American,2015-07-06T00:00:00Z,23,B
50055312,Queens,Critical,Asian,2017-02-07T00:00:00Z,12,A
41453420,Queens,Not Critical,American,2015-06-19T00:00:00Z,25,B
41130552,Brooklyn,Not Critical,Mediterranean,2014-05-29T00:00:00Z,5,A
41350893,Queens,Not Critical,Chicken,2015-02-12T00:00:00Z,10,A
40401454,Queens,Not Critical,American,2017-08-29T00:00:00Z,10,A
41270442,Brooklyn,Not Critical,Tex-Mex,2017-07-25T00:00:00Z,2,A
50049335,Brooklyn,Critical,Chinese,2016-06-02T00:00:00Z,8,A
41486522,Manhattan,Critical,American,2015-03-06T00:00:00Z,18,B
41395978,Queens,Critical,Middle Eastern,2015-04-02T00:00:00Z,12,A
41640950,Manhattan,Not Critical,Mexican,2014-07-16T00:00:00Z,11,A
41304636,Manhattan,Not Critical,Irish,2014-10-14T00:00:00Z,11,A
41340437,Brooklyn,Critical,Eastern European,2015-01-29T00:00:00Z,10,A
41264019,Manhattan,Not Critical,Spanish,2015-02-27T00:00:00Z,13,A
41693205,Queens,Not Critical,American,2016-06-17T00:00:00Z,10,A
50040389,Queens,Not Critical,Peruvian,2015-10-06T00:00:00Z,9,A
41599169,Brooklyn,Not Critical,Pizza/Italian,2016-01-11T00:00:00Z,13,A
50033283,Queens,Critical,Italian,2017-02-21T00:00:00Z,7,A
41439621,Manhattan,Critical,American,2016-04-27T00:00:00Z,7,A
40736383,Queens,Not Critical,Hamburgers,2014-12-29T00:00:00Z,6,A
50016003,Brooklyn,Not Critical,Armenian,2017-08-30T00:00:00Z,9,A
41676306,Manhattan,Critical,Mexican,2016-12-12T00:00:00Z,12,A
41674682,Manhattan,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2017-01-24T00:00:00Z,10,A
41487057,Queens,Not Critical,Hamburgers,2016-01-12T00:00:00Z,8,A
50069204,Manhattan,Critical,Thai,2017-10-05T00:00:00Z,13,A
41554295,Queens,Not Critical,Chinese,2014-08-21T00:00:00Z,4,A
41500477,Brooklyn,Critical,Vegetarian,2014-12-09T00:00:00Z,7,A
40373889,Manhattan,Critical,Italian,2016-06-15T00:00:00Z,8,A
41702919,Queens,Not Critical,Japanese,2017-09-27T00:00:00Z,7,A
50036199,Manhattan,Not Critical,American,2017-08-16T00:00:00Z,13,A
41037850,Queens,Not Critical,Peruvian,2014-05-28T00:00:00Z,12,A
41303553,Brooklyn,Not Critical,Caribbean,2016-07-28T00:00:00Z,13,A
41636635,Queens,Not Critical,"Juice, Smoothies, Fruit Salads",2014-06-13T00:00:00Z,7,A
50003072,Queens,Not Critical,Armenian,2015-11-05T00:00:00Z,11,A
41695960,Brooklyn,Not Critical,Chinese,2016-04-12T00:00:00Z,9,A
40750275,Manhattan,Critical,American,2015-04-18T00:00:00Z,8,A
50001240,Brooklyn,Not Critical,Barbecue,2015-05-13T00:00:00Z,12,A
50009600,Queens,Critical,Chinese,2016-10-26T00:00:00Z,12,A
50002562,Queens,Not Critical,Spanish,2014-11-21T00:00:00Z,9,A
41196536,Brooklyn,Not Critical,Cafe/coffee/Tea,2015-11-27T00:00:00Z,2,A
50037728,Brooklyn,Not Critical,Chinese,2016-05-25T00:00:00Z,10,A
41531279,Queens,Not Critical,Irish,2016-06-09T00:00:00Z,7,A
41288500,Manhattan,Critical,Italian,2016-09-21T00:00:00Z,7,A
41710589,Manhattan,Critical,Pizza,2016-11-03T00:00:00Z,8,A
41297316,Manhattan,Not Critical,Mexican,2015-12-09T00:00:00Z,12,A
40747050,Queens,Not Critical,Pizza,2017-03-13T00:00:00Z,10,A
40929938,Queens,Critical,American,2016-12-20T00:00:00Z,10,A
41645443,Staten Island,Not Critical,Spanish,2015-08-04T00:00:00Z,4,A
41636259,Brooklyn,Critical,Chinese,2016-06-22T00:00:00Z,13,A
50000248,Queens,Not Critical,American,2015-03-24T00:00:00Z,7,A
41690815,Queens,Critical,Asian,2015-04-11T00:00:00Z,12,B
50013468,Brooklyn,Not Critical,Caribbean,2014-10-27T00:00:00Z,12,A
41493340,Bronx,Not Critical,Japanese,2014-12-09T00:00:00Z,8,A
41711725,Queens,Not Critical,Pizza/Italian,2016-03-22T00:00:00Z,3,A
50009628,Queens,Critical,Caribbean,2017-06-22T00:00:00Z,8,A
50046725,Manhattan,Not Critical,Pizza,2016-03-30T00:00:00Z,4,A
41370881,Brooklyn,Not Critical,Chinese,2017-03-09T00:00:00Z,11,A
40943306,Brooklyn,Critical,Bakery,2015-10-29T00:00:00Z,13,A
50005828,Brooklyn,Not Critical,Chinese,2016-09-26T00:00:00Z,10,A
41313271,Queens,Not Critical,Indian,2015-09-02T00:00:00Z,11,A
41477346,Queens,Not Critical,Caribbean,2015-08-20T00:00:00Z,12,A
41436019,Brooklyn,Not Critical,Mexican,2016-03-03T00:00:00Z,6,A
41471136,Staten Island,Critical,Japanese,2014-12-30T00:00:00Z,12,A
50001886,Brooklyn,Not Critical,Chinese,2015-02-17T00:00:00Z,9,A
41625323,Queens,Critical,American,2014-04-30T00:00:00Z,9,A
50013883,Queens,Critical,American,2014-09-09T00:00:00Z,19,B
41456522,Manhattan,Critical,Bakery,2014-09-16T00:00:00Z,8,A
41717206,Manhattan,Critical,Italian,2014-12-27T00:00:00Z,13,A
40736836,Manhattan,Critical,American,2013-12-23T00:00:00Z,10,A
40925558,Manhattan,Not Critical,Sandwiches,2014-07-21T00:00:00Z,2,A
50043396,Brooklyn,Not Critical,Chinese,2015-11-05T00:00:00Z,5,A
41630478,Brooklyn,Critical,Jewish/Kosher,2015-09-25T00:00:00Z,11,A
50005405,Manhattan,Not Critical,American,2014-12-29T00:00:00Z,10,A
50008301,Manhattan,Critical,Italian,2016-06-14T00:00:00Z,9,A
41172734,Manhattan,Not Critical,American,2015-05-19T00:00:00Z,12,A
40388419,Manhattan,Not Critical,Pizza,2015-07-01T00:00:00Z,7,A
41067497,Queens,Not Critical,Mexican,2014-11-19T00:00:00Z,11,A
41076314,Manhattan,Critical,American,2015-04-09T00:00:00Z,26,B
41156869,Manhattan,Not Critical,Ethiopian,2015-02-17T00:00:00Z,12,A
41169084,Manhattan,Not Critical,Cafe/coffee/Tea,2015-06-26T00:00:00Z,9,A
50017697,Brooklyn,Critical,Chinese,2015-01-29T00:00:00Z,9,A
41158071,Brooklyn,Not Critical,American,2016-08-04T00:00:00Z,13,A
50016448,Brooklyn,Not Applicable,American,2016-03-07T00:00:00Z,0,A
50049290,Brooklyn,Critical,Jewish/Kosher,2016-05-17T00:00:00Z,8,A
50038545,Queens,Critical,Mexican,2017-06-12T00:00:00Z,17,B
41046514,Staten Island,Not Critical,American,2015-03-04T00:00:00Z,7,A
41448965,Manhattan,Critical,American,2016-05-19T00:00:00Z,13,A
50005516,Staten Island,Critical,"Ice Cream, Gelato, Yogurt, Ices",2016-06-28T00:00:00Z,36,C
41601712,Manhattan,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2017-05-09T00:00:00Z,12,A
41353384,Queens,Critical,Pizza,2014-11-19T00:00:00Z,8,A
41707470,Queens,Critical,Italian,2016-11-16T00:00:00Z,13,A
41236780,Queens,Not Critical,Caribbean,2016-04-06T00:00:00Z,13,A
41557136,Brooklyn,Critical,Jewish/Kosher,2016-11-07T00:00:00Z,12,A
41611521,Brooklyn,Critical,Pizza,2016-11-16T00:00:00Z,27,B
50006522,Queens,Critical,American,2014-05-14T00:00:00Z,12,A
41209159,Manhattan,Not Critical,Japanese,2014-12-05T00:00:00Z,11,A
50040434,Brooklyn,Critical,Bakery,2016-05-24T00:00:00Z,7,A
41650503,Brooklyn,Critical,American,2014-03-26T00:00:00Z,8,A
50017245,Queens,Not Critical,Delicatessen,2015-02-11T00:00:00Z,4,A
41643863,Manhattan,Critical,Spanish,2017-04-11T00:00:00Z,9,A
41383631,Manhattan,Critical,Donuts,2014-10-14T00:00:00Z,12,A
41467165,Manhattan,Critical,American,2015-12-22T00:00:00Z,13,A
41688672,Queens,Not Critical,Chinese,2016-10-26T00:00:00Z,2,A
41719377,Bronx,Critical,Chinese,2015-01-21T00:00:00Z,7,A
50003283,Queens,Not Critical,Chinese,2017-05-18T00:00:00Z,10,A
40991804,Bronx,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2016-06-03T00:00:00Z,13,A
40808640,Queens,Critical,Korean,2014-12-10T00:00:00Z,8,A
40945916,Brooklyn,Not Critical,Bakery,2014-12-10T00:00:00Z,13,A
50041664,Manhattan,Critical,Indian,2017-03-17T00:00:00Z,9,A
41534086,Brooklyn,Critical,Pizza/Italian,2016-03-01T00:00:00Z,9,A
50044131,Brooklyn,Not Critical,Spanish,2017-03-07T00:00:00Z,6,A
41566073,Manhattan,Not Critical,Donuts,2015-06-29T00:00:00Z,8,A
40398532,Brooklyn,Not Critical,Jewish/Kosher,2015-06-16T00:00:00Z,15,B
41623638,Bronx,Critical,Mexican,2016-10-18T00:00:00Z,31,C
50010316,Manhattan,Not Critical,Chinese,2016-05-02T00:00:00Z,9,A
41194832,Queens,Not Critical,American,2016-04-21T00:00:00Z,2,A
41645410,Brooklyn,Critical,Bakery,2016-06-15T00:00:00Z,15,B
50018025,Manhattan,Not Critical,Sandwiches,2015-01-29T00:00:00Z,9,A
40570634,Bronx,Critical,American,2016-06-06T00:00:00Z,11,A
50000782,Manhattan,Critical,Spanish,2014-06-28T00:00:00Z,17,B
50017985,Brooklyn,Not Critical,American,2017-05-16T00:00:00Z,13,A
41144476,Brooklyn,Critical,American,2015-09-18T00:00:00Z,21,B
41569582,Brooklyn,Not Critical,Mexican,2014-07-29T00:00:00Z,12,A
41142418,Manhattan,Critical,French,2016-11-10T00:00:00Z,9,A
50000233,Manhattan,Not Critical,American,2015-07-29T00:00:00Z,11,A
50014906,Manhattan,Critical,Pizza,2017-03-23T00:00:00Z,11,A
40537290,Brooklyn,Critical,American,2017-07-13T00:00:00Z,12,A
41370362,Manhattan,Critical,American,2017-03-07T00:00:00Z,7,A
50012225,Bronx,Not Critical,American,2014-12-08T00:00:00Z,10,A
40394366,Manhattan,Critical,Chinese,2014-04-17T00:00:00Z,5,A
40519425,Queens,Not Critical,Bakery,2017-06-26T00:00:00Z,12,A
50033917,Queens,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2017-01-19T00:00:00Z,12,A
50003492,Brooklyn,Critical,Chinese,2016-12-14T00:00:00Z,5,A
41372259,Bronx,Critical,Italian,2016-07-28T00:00:00Z,12,A
41265805,Queens,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-04-27T00:00:00Z,13,A
41424929,Manhattan,Not Critical,Indian,2015-01-20T00:00:00Z,12,A
41291746,Bronx,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-08-31T00:00:00Z,9,A
40398410,Manhattan,Not Critical,American,2015-05-05T00:00:00Z,7,A
50041177,Brooklyn,Not Critical,Cafe/coffee/Tea,2016-01-21T00:00:00Z,6,A
50045291,Brooklyn,Critical,Pizza,2017-10-12T00:00:00Z,10,A
40942342,Manhattan,Critical,American,2015-09-15T00:00:00Z,11,A
41699603,Queens,Not Critical,Spanish,2014-02-28T00:00:00Z,13,A
41319405,Queens,Critical,Pizza,2016-11-07T00:00:00Z,13,A
41615445,Manhattan,Critical,Bakery,2015-08-17T00:00:00Z,9,A
50057252,Queens,Critical,Chinese,2017-01-26T00:00:00Z,12,A
40395020,Queens,Not Critical,American,2015-01-24T00:00:00Z,9,A
50040127,Queens,Not Critical,Chinese,2016-06-22T00:00:00Z,12,A
41128070,Manhattan,Not Critical,Australian,2015-11-06T00:00:00Z,12,A
41363184,Manhattan,Critical,American,2017-05-30T00:00:00Z,8,A
50009366,Manhattan,Not Critical,Chinese,2014-07-14T00:00:00Z,26,B
40545546,Manhattan,Critical,American,2015-08-24T00:00:00Z,13,A
41705968,Brooklyn,Critical,Mediterranean,2016-06-13T00:00:00Z,8,A
41313479,Manhattan,Not Critical,Donuts,2016-03-21T00:00:00Z,12,A
50044107,Manhattan,Critical,Japanese,2016-08-29T00:00:00Z,12,A
41634367,Queens,Critical,Italian,2015-09-04T00:00:00Z,9,A
50038000,Manhattan,Critical,Chinese,2016-06-14T00:00:00Z,13,A
50008181,Manhattan,Critical,Vietnamese/Cambodian/Malaysia,2015-06-01T00:00:00Z,12,A
50000252,Brooklyn,Not Critical,Jewish/Kosher,2016-06-07T00:00:00Z,11,A
41658460,Manhattan,Critical,Mexican,2016-04-18T00:00:00Z,9,A
40937824,Manhattan,Not Critical,Delicatessen,2017-09-20T00:00:00Z,12,A
41630950,Brooklyn,Critical,Pizza,2015-02-11T00:00:00Z,22,B
41406532,Queens,Critical,Bakery,2017-06-22T00:00:00Z,10,A
50032688,Brooklyn,Not Critical,Middle Eastern,2016-11-21T00:00:00Z,9,A
50045118,Brooklyn,Not Critical,Thai,2016-07-13T00:00:00Z,13,A
40362098,Manhattan,Not Critical,American,2016-02-17T00:00:00Z,10,A
41347101,Brooklyn,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2016-04-25T00:00:00Z,4,A
41458695,Queens,Not Critical,Korean,2016-09-09T00:00:00Z,2,A
41462617,Staten Island,Critical,American,2014-08-18T00:00:00Z,13,A
50066538,Queens,Not Critical,American,2017-08-03T00:00:00Z,10,A
50036526,Queens,Not Critical,Sandwiches,2016-09-27T00:00:00Z,22,B
50045379,Bronx,Critical,Spanish,2016-10-14T00:00:00Z,17,B
50067405,Brooklyn,Critical,Bakery,2017-09-05T00:00:00Z,51,C
41442391,Brooklyn,Not Critical,French,2017-02-01T00:00:00Z,2,A
50004168,Queens,Critical,Hamburgers,2016-06-24T00:00:00Z,7,A
50002506,Manhattan,Not Critical,Asian,2017-10-05T00:00:00Z,10,A
41668701,Manhattan,Critical,American,2016-05-12T00:00:00Z,13,A
41694156,Bronx,Critical,Spanish,2015-08-21T00:00:00Z,25,B
41290178,Queens,Critical,American,2014-04-18T00:00:00Z,12,A
50000456,Manhattan,Critical,Asian,2016-08-01T00:00:00Z,11,A
50002889,Brooklyn,Critical,American,2015-12-22T00:00:00Z,12,A
41531104,Manhattan,Not Critical,American,2015-11-20T00:00:00Z,12,A
50036141,Brooklyn,Not Critical,Bakery,2015-07-09T00:00:00Z,13,A
41015916,Queens,Not Critical,Sandwiches,2015-11-27T00:00:00Z,2,A
41309709,Manhattan,Critical,American,2016-12-08T00:00:00Z,8,A
41651300,Staten Island,Critical,Mexican,2014-04-23T00:00:00Z,13,A
41167352,Brooklyn,Not Critical,Bagels/Pretzels,2014-03-13T00:00:00Z,6,A
50007447,Brooklyn,Not Critical,American,2016-05-12T00:00:00Z,9,A
50000969,Queens,Critical,Chinese,2017-04-27T00:00:00Z,10,A
50040759,Brooklyn,Not Critical,Chinese,2015-10-19T00:00:00Z,11,A
50041799,Manhattan,Not Critical,American,2016-02-02T00:00:00Z,8,A
50043058,Brooklyn,Not Critical,Thai,2017-04-04T00:00:00Z,9,A
50001919,Manhattan,Not Critical,Seafood,2015-12-11T00:00:00Z,9,A
41631209,Brooklyn,Not Critical,American,2017-07-07T00:00:00Z,12,A
50011013,Manhattan,Critical,"Ice Cream, Gelato, Yogurt, Ices",2016-10-17T00:00:00Z,9,A
40840790,Brooklyn,Not Critical,Pizza,2016-08-08T00:00:00Z,12,A
41069770,Staten Island,Not Critical,Bakery,2014-06-26T00:00:00Z,12,A
40602863,Manhattan,Critical,Cafe/coffee/Tea,2016-04-23T00:00:00Z,12,A
40368801,Queens,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2017-05-03T00:00:00Z,9,A
41714411,Brooklyn,Not Critical,Mexican,2017-04-06T00:00:00Z,12,A
40957903,Queens,Not Critical,Cafe/coffee/Tea,2016-04-06T00:00:00Z,3,A
50055394,Queens,Not Critical,Korean,2017-01-12T00:00:00Z,22,B
41570413,Manhattan,Critical,Indian,2014-06-17T00:00:00Z,20,B
41024211,Brooklyn,Not Critical,Italian,2015-07-27T00:00:00Z,8,A
40785023,Manhattan,Critical,Middle Eastern,2016-06-13T00:00:00Z,18,B
41700508,Queens,Not Critical,Delicatessen,2017-04-10T00:00:00Z,11,A
40368271,Manhattan,Not Critical,American,2016-08-16T00:00:00Z,20,B
40871170,Queens,Critical,Korean,2014-07-24T00:00:00Z,25,B
41679355,Bronx,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-09-12T00:00:00Z,29,C
41669606,Manhattan,Not Critical,Mediterranean,2017-02-02T00:00:00Z,7,A
41562204,Manhattan,Critical,American,2014-08-05T00:00:00Z,12,A
41396559,Brooklyn,Critical,American,2016-10-21T00:00:00Z,25,B
41403890,Brooklyn,Not Critical,American,2017-08-16T00:00:00Z,12,A
40641437,Manhattan,Critical,Italian,2014-04-29T00:00:00Z,12,A
50043510,Manhattan,Not Critical,Chinese,2015-12-17T00:00:00Z,27,B
50036444,Manhattan,Critical,Pizza,2015-07-29T00:00:00Z,27,B
50039368,Manhattan,Critical,American,2017-01-04T00:00:00Z,7,A
41317244,Manhattan,Critical,American,2017-02-08T00:00:00Z,14,B
50005654,Bronx,Critical,American,2016-07-05T00:00:00Z,12,A
50010978,Brooklyn,Critical,Chinese,2015-02-10T00:00:00Z,19,B
41464140,Staten Island,Not Critical,Sandwiches/Salads/Mixed Buffet,2016-01-05T00:00:00Z,10,A
50060058,Queens,Critical,Chicken,2017-08-10T00:00:00Z,12,A
40400556,Staten Island,Critical,American,2014-11-06T00:00:00Z,28,C
50042301,Queens,Critical,Caribbean,2016-09-23T00:00:00Z,13,A
50040782,Manhattan,Not Critical,American,2017-01-04T00:00:00Z,7,A
50016781,Queens,Critical,Chinese,2017-03-16T00:00:00Z,12,A
50035589,Queens,Critical,Chinese,2017-08-17T00:00:00Z,8,A
41653183,Queens,Critical,Chinese,2017-04-19T00:00:00Z,12,A
40366938,Bronx,Not Critical,Cafe/coffee/Tea,2015-11-19T00:00:00Z,34,C
41654984,Bronx,Critical,Chinese,2015-10-28T00:00:00Z,10,A
50007421,Brooklyn,Critical,American,2015-05-16T00:00:00Z,12,A
40511577,Brooklyn,Critical,Pizza/Italian,2014-02-12T00:00:00Z,30,C
41076314,Manhattan,Critical,American,2016-07-27T00:00:00Z,31,C
50039685,Queens,Not Applicable,Caribbean,2016-08-23T00:00:00Z,22,B
50005885,Manhattan,Critical,Mexican,2015-10-27T00:00:00Z,13,A
41631195,Queens,Not Critical,Sandwiches/Salads/Mixed Buffet,2014-09-08T00:00:00Z,11,A
41499185,Manhattan,Not Critical,American,2014-07-01T00:00:00Z,10,A
50049610,Queens,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2017-04-06T00:00:00Z,26,B
50018812,Manhattan,Not Critical,Seafood,2015-04-23T00:00:00Z,2,A
41627123,Brooklyn,Critical,American,2014-11-19T00:00:00Z,27,B
40670353,Manhattan,Not Critical,American,2015-04-20T00:00:00Z,15,B
41630632,Manhattan,Critical,Chinese,2015-03-17T00:00:00Z,29,C
50006048,Bronx,Critical,Sandwiches,2015-11-17T00:00:00Z,10,A
40537963,Brooklyn,Critical,Chinese,2016-03-22T00:00:00Z,18,B
41063464,Brooklyn,Critical,"Juice, Smoothies, Fruit Salads",2017-05-10T00:00:00Z,12,A
40692411,Manhattan,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2014-03-25T00:00:00Z,12,A
41291373,Brooklyn,Not Critical,American,2015-06-18T00:00:00Z,13,A
41171220,Queens,Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2016-08-18T00:00:00Z,13,A
41411067,Queens,Not Critical,American,2017-09-07T00:00:00Z,13,A
50003695,Brooklyn,Critical,Cafe/coffee/Tea,2016-05-25T00:00:00Z,8,A
41387014,Brooklyn,Critical,Chinese,2016-02-18T00:00:00Z,13,A
40880365,Queens,Not Critical,Irish,2014-10-11T00:00:00Z,9,A
50004906,Manhattan,Critical,Cafe/coffee/Tea,2016-09-20T00:00:00Z,10,A
40364889,Brooklyn,Not Critical,American,2017-01-23T00:00:00Z,13,A
40389115,Queens,Critical,Italian,2016-06-02T00:00:00Z,13,A
41167181,Queens,Not Critical,American,2015-04-08T00:00:00Z,11,A
50047933,Manhattan,Not Critical,Chinese,2016-07-25T00:00:00Z,28,C
40939600,Manhattan,Not Critical,American,2015-12-28T00:00:00Z,7,A
41210712,Brooklyn,Not Critical,Cafe/coffee/Tea,2015-07-20T00:00:00Z,7,A
40397243,Manhattan,Critical,Italian,2016-01-15T00:00:00Z,12,A
41076583,Brooklyn,Not Critical,English,2015-10-15T00:00:00Z,10,A
50065103,Queens,Not Critical,Pizza,2017-09-07T00:00:00Z,25,B
50067619,Brooklyn,Not Critical,Bakery,2017-08-28T00:00:00Z,6,A
41356077,Manhattan,Critical,Italian,2014-07-22T00:00:00Z,15,B
41084481,Manhattan,Not Critical,Chinese,2017-03-20T00:00:00Z,8,A
41713485,Brooklyn,Not Critical,Chinese,2013-11-21T00:00:00Z,9,A
41364122,Staten Island,Critical,Hamburgers,2016-07-07T00:00:00Z,13,A
41422055,Manhattan,Not Critical,American,2017-04-17T00:00:00Z,7,A
40750324,Manhattan,Not Critical,Bakery,2017-09-01T00:00:00Z,2,A
40864834,Brooklyn,Critical,American,2016-02-02T00:00:00Z,45,C
40368271,Manhattan,Not Critical,American,2015-05-19T00:00:00Z,19,B
41633655,Queens,Not Critical,Indian,2016-02-08T00:00:00Z,19,B
41512890,Queens,Critical,Chinese,2014-10-07T00:00:00Z,9,A
41288811,Queens,Not Critical,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2014-08-22T00:00:00Z,9,A
41211257,Bronx,Critical,Spanish,2017-08-15T00:00:00Z,15,B
50000887,Brooklyn,Critical,American,2015-01-29T00:00:00Z,7,A
41272100,Manhattan,Critical,Chinese,2014-11-25T00:00:00Z,12,A
41103052,Queens,Not Critical,American,2015-05-16T00:00:00Z,7,A
50018785,Manhattan,Critical,Asian,2015-07-27T00:00:00Z,14,B
50043407,Brooklyn,Critical,Mexican,2016-11-01T00:00:00Z,12,A
50014830,Queens,Not Critical,American,2014-11-13T00:00:00Z,11,A
40373597,Brooklyn,Critical,Pizza/Italian,2014-05-12T00:00:00Z,17,B
50002780,Manhattan,Not Critical,Chinese,2016-08-23T00:00:00Z,13,A
50000518,Queens,Not Critical,Asian,2016-12-22T00:00:00Z,20,B
41453387,Queens,Not Critical,American,2016-04-05T00:00:00Z,13,A
40709458,Queens,Not Critical,Bakery,2016-09-29T00:00:00Z,3,A
50001945,Manhattan,Critical,Japanese,2015-02-06T00:00:00Z,24,B
50013086,Brooklyn,Critical,Spanish,2017-01-09T00:00:00Z,12,A
50018556,Queens,Critical,Chinese,2016-04-11T00:00:00Z,26,B
41649614,Brooklyn,Not Critical,French,2017-05-16T00:00:00Z,9,A
50016088,Queens,Critical,Chinese,2016-11-22T00:00:00Z,16,B
40400559,Manhattan,Not Critical,Irish,2013-12-10T00:00:00Z,11,A
40948509,Brooklyn,Not Critical,Caribbean,2017-06-29T00:00:00Z,11,A
50003730,Queens,Not Critical,Chinese,2017-05-03T00:00:00Z,8,A
41475207,Queens,Critical,Pizza/Italian,2014-10-14T00:00:00Z,13,A
41606108,Brooklyn,Critical,American,2014-09-16T00:00:00Z,10,A
41351226,Manhattan,Not Critical,American,2016-03-09T00:00:00Z,11,A
41578677,Manhattan,Not Critical,Indian,2014-08-19T00:00:00Z,13,A
50053361,Queens,Not Critical,Pizza,2016-12-12T00:00:00Z,7,A
41682041,Manhattan,Not Critical,Pizza,2016-05-17T00:00:00Z,8,A
41561140,Manhattan,Not Critical,Italian,2014-10-22T00:00:00Z,11,A
40736005,Brooklyn,Critical,American,2016-05-31T00:00:00Z,5,A
50000689,Brooklyn,Critical,Cafe/coffee/Tea,2016-06-01T00:00:00Z,9,A
41450629,Brooklyn,Not Critical,Hamburgers,2017-01-30T00:00:00Z,2,A
41678381,Manhattan,Critical,Indian,2016-08-17T00:00:00Z,83,C
41236269,Queens,Not Critical,Jewish/Kosher,2015-05-01T00:00:00Z,11,A
41634226,Queens,Not Critical,Middle Eastern,2016-04-07T00:00:00Z,12,A
50014197,Manhattan,Not Critical,Italian,2016-06-22T00:00:00Z,11,A
40534870,Manhattan,Critical,Indian,2015-04-30T00:00:00Z,7,A
50040127,Queens,Critical,Chinese,2017-10-16T00:00:00Z,9,A
41003679,Brooklyn,Not Critical,Thai,2015-06-12T00:00:00Z,9,A
41642539,Queens,Critical,Spanish,2014-12-05T00:00:00Z,9,A
50013993,Bronx,Critical,Chicken,2014-10-08T00:00:00Z,16,B
41697130,Queens,Critical,Chinese,2013-11-09T00:00:00Z,17,B
41530258,Manhattan,Not Critical,Italian,2014-08-06T00:00:00Z,4,A
41637125,Manhattan,Critical,American,2015-07-14T00:00:00Z,12,A
50002320,Queens,Critical,"Bottled beverages, including water, sodas, juices, etc.",2016-06-18T00:00:00Z,10,A
50052974,Brooklyn,Critical,Caribbean,2017-10-12T00:00:00Z,8,A
41583463,Manhattan,Not Critical,American,2016-05-17T00:00:00Z,7,A
41244032,Bronx,Critical,Mexican,2017-05-25T00:00:00Z,11,A
50012424,Queens,Not Critical,American,2017-02-25T00:00:00Z,3,A
50000229,Brooklyn,Critical,Barbecue,2017-05-16T00:00:00Z,17,B
50066323,Bronx,Critical,Chinese,2017-08-28T00:00:00Z,21,B
50013473,Bronx,Critical,Seafood,2016-06-24T00:00:00Z,13,A
40366586,Queens,Critical,Jewish/Kosher,2015-11-09T00:00:00Z,14,B
41623768,Queens,Critical,Pizza,2016-01-12T00:00:00Z,12,A
40834713,Manhattan,Critical,Chinese,2015-04-06T00:00:00Z,13,A
40610000,Brooklyn,Critical,Chinese,2017-01-11T00:00:00Z,24,B
50000727,Brooklyn,Not Critical,Chinese,2015-10-26T00:00:00Z,9,A
40763382,Manhattan,Not Critical,German,2015-10-29T00:00:00Z,11,A
41357256,Manhattan,Critical,Pizza,2017-04-26T00:00:00Z,12,A
41693538,Staten Island,Not Critical,Chinese,2015-01-22T00:00:00Z,9,A
41138026,Brooklyn,Not Critical,Sandwiches,2015-08-21T00:00:00Z,12,A
50064388,Manhattan,Critical,Italian,2017-06-05T00:00:00Z,10,A
40931855,Brooklyn,Critical,American,2017-03-22T00:00:00Z,12,A
50001541,Bronx,Critical,Pizza,2016-06-22T00:00:00Z,20,B
41164840,Manhattan,Critical,Pizza,2017-06-23T00:00:00Z,11,A
41321253,Queens,Critical,Thai,2014-04-09T00:00:00Z,11,A
50001754,Bronx,Critical,Spanish,2015-03-20T00:00:00Z,26,B
41543275,Manhattan,Not Critical,Mexican,2015-08-24T00:00:00Z,35,C
50039201,Brooklyn,Critical,Chinese,2016-06-20T00:00:00Z,32,C
40392927,Brooklyn,Not Critical,Russian,2017-06-09T00:00:00Z,11,A
41440886,Manhattan,Critical,Sandwiches,2015-05-15T00:00:00Z,10,A
41376950,Manhattan,Critical,Asian,2016-06-14T00:00:00Z,29,C
50055291,Queens,Critical,Caribbean,2017-05-22T00:00:00Z,12,A
50039282,Brooklyn,Not Critical,American,2016-06-06T00:00:00Z,12,A
40620726,Manhattan,Critical,Italian,2015-01-05T00:00:00Z,11,A
41630891,Staten Island,Critical,American,2016-08-10T00:00:00Z,20,B
50003221,Queens,Not Critical,Delicatessen,2015-06-03T00:00:00Z,13,A
41579102,Manhattan,Critical,American,2016-05-02T00:00:00Z,10,A
41222699,Brooklyn,Not Critical,American,2017-09-26T00:00:00Z,12,A
41449583,Manhattan,Critical,American,2016-08-17T00:00:00Z,13,A
50013726,Staten Island,Critical,Pizza/Italian,2015-04-29T00:00:00Z,12,A
